	blast_score	multiblast_score	n_hits	normalized_score	qry_cluster	qry_gene	qry_gene_end	qry_gene_start	qry_gene_strand	qry_genes_len	qry_strain	ref_cluster	ref_genes_len	ref_strain	svg
9916	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	40515	39550	-1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9917	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	39478	38347	1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9918	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	37602	36303	-1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9919	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	35600	34473	1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9920	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	32768	31642	-1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9921	2351	1.0	1	0.1111111111111111	contig_6.region003	EAU30205	31219	19154	1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9922	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	18398	17691	1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9923	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	16891	15106	-1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9924	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	13962	12691	-1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9925	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	11870	10832	-1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9926	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	10339	7445	1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9927	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	5613	3020	-1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9928	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	2651	1090	1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9929	2351	1.0	1	0.1111111111111111	contig_6.region003	nohomolog	726	1	-1	2	ATCC_20542	CH476607.1.region002	21	NIH	ATCC20542/contig6region003/svg/clusterblast1_4
9951	382	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	51043	49394	-1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9952	382	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	48717	46529	-1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9953	382	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	45888	43095	1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9954	382	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	42417	40999	-1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9955	382	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	40515	39550	-1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9956	382	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	39478	38347	1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9957	382	2.0	2	0.1111111111111111	contig_6.region003	EAU34045	37602	36303	-1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9958	382	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	35600	34473	1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9959	382	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	32768	31642	-1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9960	382	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	31219	19154	1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9961	382	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	18398	17691	1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9962	382	2.0	2	0.1111111111111111	contig_6.region003	EAU34041	16891	15106	-1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9963	382	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	13962	12691	-1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9964	382	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	11870	10832	-1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9965	382	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	10339	7445	1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9966	382	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	5613	3020	-1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9967	382	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	2651	1090	1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9968	382	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	726	1	-1	2	ATCC_20542	CH476600.1.region001	17	NIH	ATCC20542/contig6region003/svg/clusterblast1_3
9986	1302	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	51043	49394	-1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
9987	1302	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	48717	46529	-1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
9988	1302	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	45888	43095	1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
9989	1302	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	42417	40999	-1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
9990	1302	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	40515	39550	-1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
9991	1302	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	39478	38347	1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
9992	1302	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	37602	36303	-1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
9993	1302	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	35600	34473	1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
9994	1302	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	32768	31642	-1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
9995	1302	2.0	2	0.1111111111111111	contig_6.region003	EAU38874	31219	19154	1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
9996	1302	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	18398	17691	1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
9997	1302	2.0	2	0.1111111111111111	contig_6.region003	EAU38873	16891	15106	-1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
9998	1302	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	13962	12691	-1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
9999	1302	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	11870	10832	-1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
10000	1302	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	10339	7445	1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
10001	1302	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	5613	3020	-1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
10002	1302	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	2651	1090	1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
10003	1302	2.0	2	0.1111111111111111	contig_6.region003	nohomolog	726	1	-1	2	ATCC_20542	CH476594.1.region002	16	NIH	ATCC20542/contig6region003/svg/clusterblast1_2
10020	21125	25.0	25	1.0	contig_6.region003	nohomolog	51043	49394	-1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10021	21125	25.0	25	1.0	contig_6.region003	EAU34761	48717	46529	-1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10022	21125	25.0	25	1.0	contig_6.region003	EAU34762	45888	43095	1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10023	21125	25.0	25	1.0	contig_6.region003	EAU34763	42417	40999	-1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10024	21125	25.0	25	1.0	contig_6.region003	EAU34764	40515	39550	-1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10025	21125	25.0	25	1.0	contig_6.region003	EAU34765	39478	38347	1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10026	21125	25.0	25	1.0	contig_6.region003	EAU34766	37602	36303	-1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10027	21125	25.0	25	1.0	contig_6.region003	EAU34767	35600	34473	1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10028	21125	25.0	25	1.0	contig_6.region003	EAU34768	32768	31642	-1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10029	21125	25.0	25	1.0	contig_6.region003	EAU34769	31219	19154	1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10030	21125	25.0	25	1.0	contig_6.region003	EAU34771	18398	17691	1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10031	21125	25.0	25	1.0	contig_6.region003	EAU34772	16891	15106	-1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10032	21125	25.0	25	1.0	contig_6.region003	EAU34773	13962	12691	-1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10033	21125	25.0	25	1.0	contig_6.region003	EAU34774	11870	10832	-1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10034	21125	25.0	25	1.0	contig_6.region003	EAU34775	10339	7445	1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10035	21125	25.0	25	1.0	contig_6.region003	EAU34776	5613	3020	-1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10036	21125	25.0	25	1.0	contig_6.region003	EAU34777	2651	1090	1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10037	21125	25.0	25	1.0	contig_6.region003	EAU34778	726	1	-1	18	ATCC_20542	CH476599.1.region001	18	NIH	ATCC20542/contig6region003/svg/clusterblast1_1
10056	477	1.0	1	0.3333333333333333	contig_6.region002	nohomolog	20013	18315	1	2	ATCC_20542	CH476597.1.region001	23	NIH	ATCC20542/contig6region002/svg/clusterblast1_2
10057	477	1.0	1	0.3333333333333333	contig_6.region002	nohomolog	14379	12506	-1	2	ATCC_20542	CH476597.1.region001	23	NIH	ATCC20542/contig6region002/svg/clusterblast1_2
10058	477	1.0	1	0.3333333333333333	contig_6.region002	nohomolog	11230	10001	1	2	ATCC_20542	CH476597.1.region001	23	NIH	ATCC20542/contig6region002/svg/clusterblast1_2
10059	477	1.0	1	0.3333333333333333	contig_6.region002	EAU36094	8900	4777	-1	2	ATCC_20542	CH476597.1.region001	23	NIH	ATCC20542/contig6region002/svg/clusterblast1_2
10060	477	1.0	1	0.3333333333333333	contig_6.region002	nohomolog	4232	2965	1	2	ATCC_20542	CH476597.1.region001	23	NIH	ATCC20542/contig6region002/svg/clusterblast1_2
10061	477	1.0	1	0.3333333333333333	contig_6.region002	nohomolog	2082	590	-1	2	ATCC_20542	CH476597.1.region001	23	NIH	ATCC20542/contig6region002/svg/clusterblast1_2
10085	6433	7.5	7	1.1666666666666667	contig_6.region002	EAU34861	20013	18315	1	7	ATCC_20542	CH476599.1.region002	7	NIH	ATCC20542/contig6region002/svg/clusterblast1_1
10086	6433	7.5	7	1.1666666666666667	contig_6.region002	EAU34862	14379	12506	-1	7	ATCC_20542	CH476599.1.region002	7	NIH	ATCC20542/contig6region002/svg/clusterblast1_1
10087	6433	7.5	7	1.1666666666666667	contig_6.region002	EAU34863	11230	10001	1	7	ATCC_20542	CH476599.1.region002	7	NIH	ATCC20542/contig6region002/svg/clusterblast1_1
10088	6433	7.5	7	1.1666666666666667	contig_6.region002	EAU34865	8900	4777	-1	7	ATCC_20542	CH476599.1.region002	7	NIH	ATCC20542/contig6region002/svg/clusterblast1_1
10089	6433	7.5	7	1.1666666666666667	contig_6.region002	EAU34866	4232	2965	1	7	ATCC_20542	CH476599.1.region002	7	NIH	ATCC20542/contig6region002/svg/clusterblast1_1
10090	6433	7.5	7	1.1666666666666667	contig_6.region002	EAU34867	2082	590	-1	7	ATCC_20542	CH476599.1.region002	7	NIH	ATCC20542/contig6region002/svg/clusterblast1_1
10098	580	1.0	1	0.11764705882352941	contig_6.region001	nohomolog	43789	42145	1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10099	580	1.0	1	0.11764705882352941	contig_6.region001	nohomolog	41689	41061	1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10100	580	1.0	1	0.11764705882352941	contig_6.region001	nohomolog	40474	39197	1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10101	580	1.0	1	0.11764705882352941	contig_6.region001	nohomolog	37968	35293	-1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10102	580	1.0	1	0.11764705882352941	contig_6.region001	nohomolog	34455	32941	1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10103	580	1.0	1	0.11764705882352941	contig_6.region001	nohomolog	29733	28959	-1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10104	580	1.0	1	0.11764705882352941	contig_6.region001	nohomolog	27518	25832	-1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10105	580	1.0	1	0.11764705882352941	contig_6.region001	nohomolog	25751	25247	1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10106	580	1.0	1	0.11764705882352941	contig_6.region001	EAU36849	24574	17186	1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10107	580	1.0	1	0.11764705882352941	contig_6.region001	nohomolog	16235	15253	-1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10108	580	1.0	1	0.11764705882352941	contig_6.region001	nohomolog	15140	11995	1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10109	580	1.0	1	0.11764705882352941	contig_6.region001	nohomolog	11301	7666	-1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10110	580	1.0	1	0.11764705882352941	contig_6.region001	nohomolog	7581	6646	1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10111	580	1.0	1	0.11764705882352941	contig_6.region001	nohomolog	6078	5444	-1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10112	580	1.0	1	0.11764705882352941	contig_6.region001	nohomolog	4973	3203	1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10113	580	1.0	1	0.11764705882352941	contig_6.region001	nohomolog	2884	2274	1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10114	580	1.0	1	0.11764705882352941	contig_6.region001	nohomolog	1916	1	1	2	ATCC_20542	CH476597.1.region009	6	NIH	ATCC20542/contig6region001/svg/clusterblast1_4
10121	882	2.0	2	0.11764705882352941	contig_6.region001	nohomolog	43789	42145	1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10122	882	2.0	2	0.11764705882352941	contig_6.region001	nohomolog	41689	41061	1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10123	882	2.0	2	0.11764705882352941	contig_6.region001	nohomolog	40474	39197	1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10124	882	2.0	2	0.11764705882352941	contig_6.region001	nohomolog	37968	35293	-1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10125	882	2.0	2	0.11764705882352941	contig_6.region001	nohomolog	34455	32941	1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10126	882	2.0	2	0.11764705882352941	contig_6.region001	nohomolog	29733	28959	-1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10127	882	2.0	2	0.11764705882352941	contig_6.region001	nohomolog	27518	25832	-1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10128	882	2.0	2	0.11764705882352941	contig_6.region001	nohomolog	25751	25247	1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10129	882	2.0	2	0.11764705882352941	contig_6.region001	EAU38971	24574	17186	1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10130	882	2.0	2	0.11764705882352941	contig_6.region001	nohomolog	16235	15253	-1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10131	882	2.0	2	0.11764705882352941	contig_6.region001	nohomolog	15140	11995	1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10132	882	2.0	2	0.11764705882352941	contig_6.region001	EAU38977	11301	7666	-1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10133	882	2.0	2	0.11764705882352941	contig_6.region001	nohomolog	7581	6646	1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10134	882	2.0	2	0.11764705882352941	contig_6.region001	nohomolog	6078	5444	-1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10135	882	2.0	2	0.11764705882352941	contig_6.region001	nohomolog	4973	3203	1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10136	882	2.0	2	0.11764705882352941	contig_6.region001	nohomolog	2884	2274	1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10137	882	2.0	2	0.11764705882352941	contig_6.region001	nohomolog	1916	1	1	2	ATCC_20542	CH476594.1.region004	17	NIH	ATCC20542/contig6region001/svg/clusterblast1_3
10155	1317	2.0	2	0.17647058823529413	contig_6.region001	nohomolog	43789	42145	1	3	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig6region001/svg/clusterblast1_2
10156	1317	2.0	2	0.17647058823529413	contig_6.region001	nohomolog	41689	41061	1	3	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig6region001/svg/clusterblast1_2
10157	1317	2.0	2	0.17647058823529413	contig_6.region001	nohomolog	40474	39197	1	3	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig6region001/svg/clusterblast1_2
10158	1317	2.0	2	0.17647058823529413	contig_6.region001	nohomolog	37968	35293	-1	3	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig6region001/svg/clusterblast1_2
10159	1317	2.0	2	0.17647058823529413	contig_6.region001	nohomolog	34455	32941	1	3	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig6region001/svg/clusterblast1_2
10160	1317	2.0	2	0.17647058823529413	contig_6.region001	nohomolog	29733	28959	-1	3	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig6region001/svg/clusterblast1_2
10161	1317	2.0	2	0.17647058823529413	contig_6.region001	EAU29421	27518	25832	-1	3	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig6region001/svg/clusterblast1_2
10162	1317	2.0	2	0.17647058823529413	contig_6.region001	nohomolog	25751	25247	1	3	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig6region001/svg/clusterblast1_2
10163	1317	2.0	2	0.17647058823529413	contig_6.region001	EAU29417	24574	17186	1	3	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig6region001/svg/clusterblast1_2
10164	1317	2.0	2	0.17647058823529413	contig_6.region001	nohomolog	16235	15253	-1	3	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig6region001/svg/clusterblast1_2
10165	1317	2.0	2	0.17647058823529413	contig_6.region001	nohomolog	15140	11995	1	3	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig6region001/svg/clusterblast1_2
10166	1317	2.0	2	0.17647058823529413	contig_6.region001	nohomolog	11301	7666	-1	3	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig6region001/svg/clusterblast1_2
